MS46322A
!12/11/2019.11:53:56.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: ONE.PORT.CAL.PORT[1]
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       	TRACE.1           	TRACE.2           	TRACE.3           	TRACE.4           
!PARAMETER:   	S11               	S12               	S21               	S22               
!PORT:        	PORT1             	PORT2             	PORT1             	PORT2             
!GRAPH:       	LOGMAG            	LOGMAG            	LOGMAG            	LOGMAG            
!SMOOTHING:   	OFF               	OFF               	OFF               	OFF               
!TIMEDOMAIN:  	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT	FREQ1.GHZ	LOGMAG1	FREQ2.GHZ	LOGMAG2	FREQ3.GHZ	LOGMAG3	FREQ4.GHZ	LOGMAG4
189	3.820000000	-1.335740E+000	3.820000000	-9.546896E+001	3.820000000	-1.050513E+002	3.820000000	-2.216772E+000
190	3.835000000	-1.093902E+000	3.835000000	-1.094954E+002	3.835000000	-9.908318E+001	3.835000000	-2.460922E+000
191	3.850000000	-1.110368E+000	3.850000000	-9.813850E+001	3.850000000	-1.045716E+002	3.850000000	-2.719379E+000
192	3.865000000	-1.200639E+000	3.865000000	-9.790427E+001	3.865000000	-1.001190E+002	3.865000000	-2.968185E+000
193	3.880000000	-1.348895E+000	3.880000000	-9.342822E+001	3.880000000	-9.810962E+001	3.880000000	-3.188583E+000
194	3.895000000	-1.594113E+000	3.895000000	-9.560204E+001	3.895000000	-9.919977E+001	3.895000000	-3.363491E+000
195	3.910000000	-1.787835E+000	3.910000000	-9.381405E+001	3.910000000	-9.987073E+001	3.910000000	-3.482447E+000
196	3.925000000	-1.953509E+000	3.925000000	-9.376236E+001	3.925000000	-9.704402E+001	3.925000000	-3.536482E+000
197	3.940000000	-1.917664E+000	3.940000000	-9.141305E+001	3.940000000	-9.503467E+001	3.940000000	-3.520839E+000
198	3.955000000	-1.885067E+000	3.955000000	-9.155553E+001	3.955000000	-9.424445E+001	3.955000000	-3.438628E+000
199	3.970000000	-1.618282E+000	3.970000000	-9.146815E+001	3.970000000	-9.418885E+001	3.970000000	-3.293937E+000
200	3.985000000	-1.349226E+000	3.985000000	-9.422490E+001	3.985000000	-9.543411E+001	3.985000000	-3.098646E+000
201	4.000000000	-1.160709E+000	4.000000000	-9.819962E+001	4.000000000	-9.599686E+001	4.000000000	-2.856364E+000
202	4.015000000	-1.069302E+000	4.015000000	-9.709144E+001	4.015000000	-9.925376E+001	4.015000000	-2.589051E+000
203	4.030000000	-1.014930E+000	4.030000000	-1.002570E+002	4.030000000	-9.826259E+001	4.030000000	-2.299110E+000
204	4.045000000	-1.011238E+000	4.045000000	-9.904511E+001	4.045000000	-1.069582E+002	4.045000000	-2.003582E+000
205	4.060000000	-1.044644E+000	4.060000000	-9.527577E+001	4.060000000	-1.017017E+002	4.060000000	-1.715884E+000
206	4.075000000	-1.124605E+000	4.075000000	-9.513699E+001	4.075000000	-1.094599E+002	4.075000000	-1.458004E+000
207	4.090000000	-1.217393E+000	4.090000000	-9.396680E+001	4.090000000	-1.049405E+002	4.090000000	-1.251550E+000
208	4.105000000	-1.285853E+000	4.105000000	-1.001555E+002	4.105000000	-1.046167E+002	4.105000000	-1.127743E+000
209	4.120000000	-1.291637E+000	4.120000000	-9.848946E+001	4.120000000	-1.012218E+002	4.120000000	-1.095418E+000
210	4.135000000	-1.389990E+000	4.135000000	-9.873714E+001	4.135000000	-1.045642E+002	4.135000000	-1.185529E+000
211	4.150000000	-1.177338E+000	4.150000000	-9.882169E+001	4.150000000	-1.161887E+002	4.150000000	-1.406499E+000
212	4.165000000	-1.136873E+000	4.165000000	-9.745918E+001	4.165000000	-1.103660E+002	4.165000000	-1.756279E+000
213	4.180000000	-9.093176E-001	4.180000000	-1.036846E+002	4.180000000	-1.057104E+002	4.180000000	-2.218562E+000
214	4.195000000	-8.204923E-001	4.195000000	-1.067286E+002	4.195000000	-9.766564E+001	4.195000000	-2.762044E+000
215	4.210000000	-7.154277E-001	4.210000000	-1.034106E+002	4.210000000	-1.106646E+002	4.210000000	-3.353234E+000
216	4.225000000	-7.167638E-001	4.225000000	-1.008243E+002	4.225000000	-1.036181E+002	4.225000000	-3.949224E+000
217	4.240000000	-7.897533E-001	4.240000000	-1.020832E+002	4.240000000	-1.080034E+002	4.240000000	-4.512736E+000
218	4.255000000	-9.176707E-001	4.255000000	-9.969186E+001	4.255000000	-1.057401E+002	4.255000000	-4.999799E+000
219	4.270000000	-1.119017E+000	4.270000000	-1.035655E+002	4.270000000	-1.110074E+002	4.270000000	-5.373492E+000
220	4.285000000	-1.280464E+000	4.285000000	-1.042305E+002	4.285000000	-1.231690E+002	4.285000000	-5.606381E+000
221	4.300000000	-1.356158E+000	4.300000000	-1.062782E+002	4.300000000	-1.064783E+002	4.300000000	-5.679739E+000
222	4.315000000	-1.477495E+000	4.315000000	-1.022226E+002	4.315000000	-1.008428E+002	4.315000000	-5.595243E+000
223	4.330000000	-1.431918E+000	4.330000000	-1.008631E+002	4.330000000	-1.012392E+002	4.330000000	-5.359797E+000
224	4.345000000	-1.359246E+000	4.345000000	-9.884186E+001	4.345000000	-1.010663E+002	4.345000000	-4.998018E+000
225	4.360000000	-1.221833E+000	4.360000000	-9.669227E+001	4.360000000	-1.112544E+002	4.360000000	-4.534586E+000
226	4.375000000	-1.182236E+000	4.375000000	-9.761929E+001	4.375000000	-1.005645E+002	4.375000000	-3.998115E+000
227	4.390000000	-1.136652E+000	4.390000000	-9.562016E+001	4.390000000	-9.485123E+001	4.390000000	-3.425221E+000
228	4.405000000	-1.261176E+000	4.405000000	-1.082300E+002	4.405000000	-9.160679E+001	4.405000000	-2.819125E+000
229	4.420000000	-1.342344E+000	4.420000000	-9.716286E+001	4.420000000	-8.996060E+001	4.420000000	-2.282440E+000
230	4.435000000	-1.497206E+000	4.435000000	-9.292505E+001	4.435000000	-9.116035E+001	4.435000000	-1.822461E+000
231	4.450000000	-1.604840E+000	4.450000000	-9.282011E+001	4.450000000	-9.296905E+001	4.450000000	-1.485759E+000
232	4.465000000	-1.842089E+000	4.465000000	-9.001166E+001	4.465000000	-9.242612E+001	4.465000000	-1.314750E+000
233	4.480000000	-1.976294E+000	4.480000000	-8.800409E+001	4.480000000	-1.065541E+002	4.480000000	-1.321165E+000
234	4.495000000	-1.963722E+000	4.495000000	-8.740993E+001	4.495000000	-9.879347E+001	4.495000000	-1.508220E+000
235	4.510000000	-2.024555E+000	4.510000000	-8.517305E+001	4.510000000	-9.282361E+001	4.510000000	-1.851981E+000
236	4.525000000	-1.967764E+000	4.525000000	-8.536312E+001	4.525000000	-8.783451E+001	4.525000000	-2.311039E+000
237	4.540000000	-2.029044E+000	4.540000000	-8.570908E+001	4.540000000	-8.987022E+001	4.540000000	-2.846052E+000
238	4.555000000	-1.921013E+000	4.555000000	-8.633986E+001	4.555000000	-8.650951E+001	4.555000000	-3.414111E+000
239	4.570000000	-1.861081E+000	4.570000000	-8.916846E+001	4.570000000	-8.883758E+001	4.570000000	-3.987101E+000
240	4.585000000	-1.853211E+000	4.585000000	-1.018556E+002	4.585000000	-9.778320E+001	4.585000000	-4.537657E+000
241	4.600000000	-1.865322E+000	4.600000000	-1.008807E+002	4.600000000	-1.018827E+002	4.600000000	-5.036965E+000
242	4.615000000	-1.975974E+000	4.615000000	-9.413490E+001	4.615000000	-9.840720E+001	4.615000000	-5.489039E+000
243	4.630000000	-2.161670E+000	4.630000000	-9.270751E+001	4.630000000	-1.194453E+002	4.630000000	-5.833821E+000
244	4.645000000	-2.318291E+000	4.645000000	-9.550227E+001	4.645000000	-1.047369E+002	4.645000000	-6.067543E+000
245	4.660000000	-2.525977E+000	4.660000000	-9.362646E+001	4.660000000	-1.026742E+002	4.660000000	-6.186324E+000
246	4.675000000	-2.751425E+000	4.675000000	-9.168790E+001	4.675000000	-1.046807E+002	4.675000000	-6.174715E+000
247	4.690000000	-2.838996E+000	4.690000000	-9.576485E+001	4.690000000	-1.045331E+002	4.690000000	-6.027735E+000
248	4.705000000	-2.826943E+000	4.705000000	-9.753361E+001	4.705000000	-1.078685E+002	4.705000000	-5.754039E+000
249	4.720000000	-2.683607E+000	4.720000000	-9.470694E+001	4.720000000	-1.039861E+002	4.720000000	-5.358218E+000
250	4.735000000	-2.505469E+000	4.735000000	-9.197076E+001	4.735000000	-9.363414E+001	4.735000000	-4.860994E+000
251	4.750000000	-2.324857E+000	4.750000000	-9.027474E+001	4.750000000	-8.891875E+001	4.750000000	-4.285186E+000
252	4.765000000	-2.289472E+000	4.765000000	-9.113448E+001	4.765000000	-8.984588E+001	4.765000000	-3.662275E+000
253	4.780000000	-2.336247E+000	4.780000000	-9.411976E+001	4.780000000	-9.025837E+001	4.780000000	-3.024508E+000
254	4.795000000	-2.417183E+000	4.795000000	-8.968288E+001	4.795000000	-9.010455E+001	4.795000000	-2.413481E+000
255	4.810000000	-2.625071E+000	4.810000000	-9.163433E+001	4.810000000	-9.241750E+001	4.810000000	-1.891164E+000
256	4.825000000	-2.738118E+000	4.825000000	-9.365142E+001	4.825000000	-9.704556E+001	4.825000000	-1.487903E+000
257	4.840000000	-2.949835E+000	4.840000000	-9.410728E+001	4.840000000	-9.788116E+001	4.840000000	-1.259646E+000
258	4.855000000	-3.111999E+000	4.855000000	-9.484261E+001	4.855000000	-9.929376E+001	4.855000000	-1.224971E+000
259	4.870000000	-3.267319E+000	4.870000000	-9.796100E+001	4.870000000	-9.814252E+001	4.870000000	-1.380721E+000
260	4.885000000	-3.345049E+000	4.885000000	-9.937416E+001	4.885000000	-9.258952E+001	4.885000000	-1.698607E+000
261	4.900000000	-3.310083E+000	4.900000000	-9.265293E+001	4.900000000	-9.017585E+001	4.900000000	-2.139545E+000
262	4.915000000	-3.249518E+000	4.915000000	-9.246868E+001	4.915000000	-8.735789E+001	4.915000000	-2.661668E+000
263	4.930000000	-3.203014E+000	4.930000000	-8.771373E+001	4.930000000	-8.531737E+001	4.930000000	-3.224818E+000
264	4.945000000	-3.144474E+000	4.945000000	-9.157303E+001	4.945000000	-8.659321E+001	4.945000000	-3.800025E+000
265	4.960000000	-3.161979E+000	4.960000000	-9.556725E+001	4.960000000	-8.884345E+001	4.960000000	-4.364091E+000
266	4.975000000	-3.321451E+000	4.975000000	-1.035014E+002	4.975000000	-9.161707E+001	4.975000000	-4.902212E+000
267	4.990000000	-3.459445E+000	4.990000000	-1.026265E+002	4.990000000	-8.989468E+001	4.990000000	-5.392142E+000
268	5.005000000	-3.911915E+000	5.005000000	-9.846376E+001	5.005000000	-9.013332E+001	5.005000000	-5.821783E+000
269	5.020000000	-4.324851E+000	5.020000000	-1.103405E+002	5.020000000	-9.147385E+001	5.020000000	-6.176803E+000
270	5.035000000	-4.701861E+000	5.035000000	-1.048356E+002	5.035000000	-8.826904E+001	5.035000000	-6.432912E+000
271	5.050000000	-5.059465E+000	5.050000000	-1.040813E+002	5.050000000	-8.917321E+001	5.050000000	-6.575465E+000
272	5.065000000	-5.256939E+000	5.065000000	-1.053147E+002	5.065000000	-8.967686E+001	5.065000000	-6.585433E+000
273	5.080000000	-5.332741E+000	5.080000000	-1.011401E+002	5.080000000	-9.005557E+001	5.080000000	-6.454256E+000
274	5.095000000	-5.322933E+000	5.095000000	-9.491373E+001	5.095000000	-8.714252E+001	5.095000000	-6.187387E+000
275	5.110000000	-5.431772E+000	5.110000000	-9.445960E+001	5.110000000	-8.459808E+001	5.110000000	-5.794823E+000
276	5.125000000	-5.741944E+000	5.125000000	-9.219751E+001	5.125000000	-8.523972E+001	5.125000000	-5.302284E+000
277	5.140000000	-6.400430E+000	5.140000000	-9.621754E+001	5.140000000	-8.604186E+001	5.140000000	-4.755159E+000
278	5.155000000	-7.431592E+000	5.155000000	-9.503683E+001	5.155000000	-8.571173E+001	5.155000000	-4.199400E+000
279	5.170000000	-9.052233E+000	5.170000000	-9.643521E+001	5.170000000	-8.626519E+001	5.170000000	-3.693495E+000
280	5.185000000	-1.132553E+001	5.185000000	-9.593935E+001	5.185000000	-8.613262E+001	5.185000000	-3.274867E+000
281	5.200000000	-1.439986E+001	5.200000000	-1.089133E+002	5.200000000	-8.520629E+001	5.200000000	-2.984791E+000
282	5.215000000	-1.713622E+001	5.215000000	-1.046545E+002	5.215000000	-8.565131E+001	5.215000000	-2.841249E+000
283	5.230000000	-1.864348E+001	5.230000000	-9.754594E+001	5.230000000	-8.577255E+001	5.230000000	-2.844387E+000
284	5.245000000	-1.904577E+001	5.245000000	-9.193226E+001	5.245000000	-8.562860E+001	5.245000000	-2.967599E+000
285	5.260000000	-2.015166E+001	5.260000000	-8.985025E+001	5.260000000	-8.361198E+001	5.260000000	-3.185987E+000
286	5.275000000	-2.208912E+001	5.275000000	-8.692681E+001	5.275000000	-8.626480E+001	5.275000000	-3.470746E+000
287	5.290000000	-2.075585E+001	5.290000000	-8.511024E+001	5.290000000	-8.728751E+001	5.290000000	-3.795816E+000
288	5.305000000	-1.691215E+001	5.305000000	-8.645274E+001	5.305000000	-8.884042E+001	5.305000000	-4.143994E+000
289	5.320000000	-1.413179E+001	5.320000000	-8.391306E+001	5.320000000	-9.078968E+001	5.320000000	-4.496882E+000
290	5.335000000	-1.243023E+001	5.335000000	-8.342948E+001	5.335000000	-9.568664E+001	5.335000000	-4.840992E+000
291	5.350000000	-1.151823E+001	5.350000000	-8.636867E+001	5.350000000	-9.464354E+001	5.350000000	-5.164251E+000
292	5.365000000	-1.119257E+001	5.365000000	-8.834908E+001	5.365000000	-9.150727E+001	5.365000000	-5.459455E+000
293	5.380000000	-1.149050E+001	5.380000000	-9.142644E+001	5.380000000	-8.697674E+001	5.380000000	-5.711911E+000
294	5.395000000	-1.202249E+001	5.395000000	-8.910819E+001	5.395000000	-8.288276E+001	5.395000000	-5.914099E+000
295	5.410000000	-1.257514E+001	5.410000000	-8.712440E+001	5.410000000	-8.202404E+001	5.410000000	-6.054366E+000
296	5.425000000	-1.312552E+001	5.425000000	-8.637140E+001	5.425000000	-8.167569E+001	5.425000000	-6.121511E+000
297	5.440000000	-1.330785E+001	5.440000000	-8.715351E+001	5.440000000	-8.176552E+001	5.440000000	-6.104119E+000
298	5.455000000	-1.297875E+001	5.455000000	-8.594212E+001	5.455000000	-8.150409E+001	5.455000000	-5.998043E+000
299	5.470000000	-1.205360E+001	5.470000000	-8.361536E+001	5.470000000	-8.190546E+001	5.470000000	-5.808217E+000
300	5.485000000	-1.087626E+001	5.485000000	-8.076713E+001	5.485000000	-8.091762E+001	5.485000000	-5.541021E+000
301	5.500000000	-9.449634E+000	5.500000000	-7.888347E+001	5.500000000	-8.286350E+001	5.500000000	-5.219630E+000
302	5.515000000	-8.377441E+000	5.515000000	-7.551896E+001	5.515000000	-8.069729E+001	5.515000000	-4.886836E+000
303	5.530000000	-7.516442E+000	5.530000000	-7.556898E+001	5.530000000	-7.770842E+001	5.530000000	-4.551077E+000
304	5.545000000	-6.931759E+000	5.545000000	-7.744598E+001	5.545000000	-7.704121E+001	5.545000000	-4.253944E+000
305	5.560000000	-6.624385E+000	5.560000000	-7.701913E+001	5.560000000	-7.605798E+001	5.560000000	-4.016204E+000
306	5.575000000	-6.605175E+000	5.575000000	-7.724684E+001	5.575000000	-7.546296E+001	5.575000000	-3.861230E+000
307	5.590000000	-6.635798E+000	5.590000000	-7.468977E+001	5.590000000	-7.381502E+001	5.590000000	-3.788321E+000
308	5.605000000	-6.799456E+000	5.605000000	-7.392360E+001	5.605000000	-7.400235E+001	5.605000000	-3.783376E+000
309	5.620000000	-6.908989E+000	5.620000000	-7.265401E+001	5.620000000	-7.304864E+001	5.620000000	-3.845432E+000
310	5.635000000	-6.797304E+000	5.635000000	-6.969228E+001	5.635000000	-7.105271E+001	5.635000000	-3.941123E+000
311	5.650000000	-6.459651E+000	5.650000000	-6.726035E+001	5.650000000	-6.853772E+001	5.650000000	-4.034919E+000
312	5.665000000	-6.032486E+000	5.665000000	-6.619250E+001	5.665000000	-6.687680E+001	5.665000000	-4.095564E+000
313	5.680000000	-5.757403E+000	5.680000000	-6.662849E+001	5.680000000	-6.708115E+001	5.680000000	-4.117158E+000
314	5.695000000	-5.599880E+000	5.695000000	-7.055821E+001	5.695000000	-7.076709E+001	5.695000000	-4.123461E+000
315	5.710000000	-5.602437E+000	5.710000000	-7.406780E+001	5.710000000	-7.508086E+001	5.710000000	-4.135300E+000
316	5.725000000	-5.816609E+000	5.725000000	-7.653525E+001	5.725000000	-7.885298E+001	5.725000000	-4.167159E+000
317	5.740000000	-6.067137E+000	5.740000000	-7.989021E+001	5.740000000	-8.471945E+001	5.740000000	-4.221693E+000
318	5.755000000	-6.431714E+000	5.755000000	-7.934255E+001	5.755000000	-8.643341E+001	5.755000000	-4.298447E+000
319	5.770000000	-6.677477E+000	5.770000000	-7.915225E+001	5.770000000	-8.543365E+001	5.770000000	-4.392226E+000
320	5.785000000	-6.727601E+000	5.785000000	-7.993018E+001	5.785000000	-8.305980E+001	5.785000000	-4.500386E+000
321	5.800000000	-6.459071E+000	5.800000000	-7.733039E+001	5.800000000	-7.905974E+001	5.800000000	-4.628820E+000
322	5.815000000	-6.160012E+000	5.815000000	-7.418974E+001	5.815000000	-7.520025E+001	5.815000000	-4.767409E+000
323	5.830000000	-5.793293E+000	5.830000000	-7.470068E+001	5.830000000	-7.470775E+001	5.830000000	-4.910115E+000
324	5.845000000	-5.568555E+000	5.845000000	-7.832883E+001	5.845000000	-7.768790E+001	5.845000000	-5.045888E+000
325	5.860000000	-5.556875E+000	5.860000000	-8.155837E+001	5.860000000	-8.142689E+001	5.860000000	-5.170312E+000
326	5.875000000	-5.563006E+000	5.875000000	-8.303772E+001	5.875000000	-8.373074E+001	5.875000000	-5.270314E+000
327	5.890000000	-5.779625E+000	5.890000000	-8.441879E+001	5.890000000	-8.688630E+001	5.890000000	-5.331169E+000
328	5.905000000	-6.121829E+000	5.905000000	-8.487425E+001	5.905000000	-8.569306E+001	5.905000000	-5.354672E+000
329	5.920000000	-6.444974E+000	5.920000000	-8.397025E+001	5.920000000	-8.395889E+001	5.920000000	-5.337708E+000
330	5.935000000	-6.515027E+000	5.935000000	-8.228214E+001	5.935000000	-8.542205E+001	5.935000000	-5.284204E+000
331	5.950000000	-6.378742E+000	5.950000000	-8.250787E+001	5.950000000	-8.760339E+001	5.950000000	-5.199530E+000
332	5.965000000	-6.005391E+000	5.965000000	-8.145819E+001	5.965000000	-8.502165E+001	5.965000000	-5.098092E+000
333	5.980000000	-5.605784E+000	5.980000000	-8.537209E+001	5.980000000	-8.503136E+001	5.980000000	-4.976944E+000
334	5.995000000	-5.365356E+000	5.995000000	-8.902141E+001	5.995000000	-8.453302E+001	5.995000000	-4.848694E+000
335	6.010000000	-5.249589E+000	6.010000000	-9.133934E+001	6.010000000	-8.386293E+001	6.010000000	-4.711466E+000
336	6.025000000	-5.371899E+000	6.025000000	-9.087914E+001	6.025000000	-8.364320E+001	6.025000000	-4.572240E+000
337	6.040000000	-5.686896E+000	6.040000000	-9.367889E+001	6.040000000	-8.673906E+001	6.040000000	-4.433540E+000
338	6.055000000	-6.240971E+000	6.055000000	-9.130634E+001	6.055000000	-8.957351E+001	6.055000000	-4.302536E+000
339	6.070000000	-6.589181E+000	6.070000000	-9.336341E+001	6.070000000	-9.143063E+001	6.070000000	-4.186319E+000
340	6.085000000	-6.704502E+000	6.085000000	-9.422971E+001	6.085000000	-9.494880E+001	6.085000000	-4.096610E+000
341	6.100000000	-6.510279E+000	6.100000000	-9.481010E+001	6.100000000	-1.089588E+002	6.100000000	-4.039057E+000
342	6.115000000	-6.277847E+000	6.115000000	-9.545318E+001	6.115000000	-1.118210E+002	6.115000000	-4.024387E+000
343	6.130000000	-6.088660E+000	6.130000000	-1.042654E+002	6.130000000	-1.074622E+002	6.130000000	-4.067711E+000
344	6.145000000	-5.991263E+000	6.145000000	-9.994030E+001	6.145000000	-9.976296E+001	6.145000000	-4.182639E+000
345	6.160000000	-6.123083E+000	6.160000000	-1.034097E+002	6.160000000	-1.012920E+002	6.160000000	-4.371927E+000
346	6.175000000	-6.372562E+000	6.175000000	-1.048563E+002	6.175000000	-9.811310E+001	6.175000000	-4.638298E+000
347	6.190000000	-6.817842E+000	6.190000000	-9.995256E+001	6.190000000	-9.127946E+001	6.190000000	-4.979633E+000
348	6.205000000	-7.386189E+000	6.205000000	-9.862366E+001	6.205000000	-8.900613E+001	6.205000000	-5.366621E+000
349	6.220000000	-7.897161E+000	6.220000000	-9.904312E+001	6.220000000	-8.955321E+001	6.220000000	-5.776560E+000
350	6.235000000	-8.176617E+000	6.235000000	-8.893927E+001	6.235000000	-8.825776E+001	6.235000000	-6.178213E+000
351	6.250000000	-8.287074E+000	6.250000000	-8.860099E+001	6.250000000	-8.914368E+001	6.250000000	-6.532428E+000
352	6.265000000	-8.147129E+000	6.265000000	-8.917043E+001	6.265000000	-9.193518E+001	6.265000000	-6.814445E+000
353	6.280000000	-8.026074E+000	6.280000000	-8.937785E+001	6.280000000	-9.667480E+001	6.280000000	-7.002269E+000
354	6.295000000	-7.998279E+000	6.295000000	-9.443702E+001	6.295000000	-1.044258E+002	6.295000000	-7.087264E+000
355	6.310000000	-8.226787E+000	6.310000000	-9.995271E+001	6.310000000	-9.680100E+001	6.310000000	-7.079813E+000
356	6.325000000	-8.793119E+000	6.325000000	-1.040105E+002	6.325000000	-9.472790E+001	6.325000000	-6.970766E+000
357	6.340000000	-9.702092E+000	6.340000000	-9.817677E+001	6.340000000	-9.103667E+001	6.340000000	-6.788093E+000
358	6.355000000	-1.071061E+001	6.355000000	-9.787956E+001	6.355000000	-9.186810E+001	6.355000000	-6.541452E+000
359	6.370000000	-1.156926E+001	6.370000000	-9.631882E+001	6.370000000	-9.803305E+001	6.370000000	-6.244655E+000
360	6.385000000	-1.196989E+001	6.385000000	-9.461777E+001	6.385000000	-1.102987E+002	6.385000000	-5.909641E+000
361	6.400000000	-1.175284E+001	6.400000000	-1.003246E+002	6.400000000	-1.008893E+002	6.400000000	-5.546153E+000
362	6.415000000	-1.120727E+001	6.415000000	-9.194668E+001	6.415000000	-9.780849E+001	6.415000000	-5.161011E+000
363	6.430000000	-1.075585E+001	6.430000000	-9.298901E+001	6.430000000	-1.017095E+002	6.430000000	-4.772110E+000
364	6.445000000	-1.041018E+001	6.445000000	-9.642208E+001	6.445000000	-1.028524E+002	6.445000000	-4.381616E+000
365	6.460000000	-1.023754E+001	6.460000000	-9.674506E+001	6.460000000	-9.538017E+001	6.460000000	-4.011099E+000
366	6.475000000	-1.015393E+001	6.475000000	-1.008478E+002	6.475000000	-9.236621E+001	6.475000000	-3.677914E+000
367	6.490000000	-1.013271E+001	6.490000000	-1.011932E+002	6.490000000	-9.129288E+001	6.490000000	-3.412354E+000
368	6.505000000	-9.828293E+000	6.505000000	-1.108363E+002	6.505000000	-8.903552E+001	6.505000000	-3.248633E+000
369	6.520000000	-9.198312E+000	6.520000000	-1.088730E+002	6.520000000	-8.810909E+001	6.520000000	-3.214880E+000
370	6.535000000	-8.332797E+000	6.535000000	-1.141511E+002	6.535000000	-8.783769E+001	6.535000000	-3.354353E+000
371	6.550000000	-7.587901E+000	6.550000000	-9.562755E+001	6.550000000	-8.979194E+001	6.550000000	-3.674304E+000
372	6.565000000	-6.882888E+000	6.565000000	-9.511948E+001	6.565000000	-8.820087E+001	6.565000000	-4.173924E+000
373	6.580000000	-6.436848E+000	6.580000000	-9.537164E+001	6.580000000	-8.991982E+001	6.580000000	-4.815280E+000
374	6.595000000	-6.076855E+000	6.595000000	-9.334653E+001	6.595000000	-8.964864E+001	6.595000000	-5.547220E+000
375	6.610000000	-5.928075E+000	6.610000000	-9.587826E+001	6.610000000	-8.761855E+001	6.610000000	-6.293054E+000
376	6.625000000	-5.840180E+000	6.625000000	-9.919025E+001	6.625000000	-8.873890E+001	6.625000000	-6.992538E+000
377	6.640000000	-5.835724E+000	6.640000000	-9.990062E+001	6.640000000	-9.031821E+001	6.640000000	-7.577603E+000
378	6.655000000	-5.716746E+000	6.655000000	-1.080336E+002	6.655000000	-8.914195E+001	6.655000000	-7.989709E+000
379	6.670000000	-5.495228E+000	6.670000000	-1.058234E+002	6.670000000	-9.082841E+001	6.670000000	-8.202444E+000
380	6.685000000	-5.200551E+000	6.685000000	-1.036272E+002	6.685000000	-9.122756E+001	6.685000000	-8.217596E+000
381	6.700000000	-4.795868E+000	6.700000000	-9.972271E+001	6.700000000	-9.713845E+001	6.700000000	-8.060627E+000
382	6.715000000	-4.498412E+000	6.715000000	-9.279581E+001	6.715000000	-9.212985E+001	6.715000000	-7.772250E+000
383	6.730000000	-4.207557E+000	6.730000000	-1.010503E+002	6.730000000	-9.282756E+001	6.730000000	-7.384543E+000
384	6.745000000	-3.921121E+000	6.745000000	-1.007542E+002	6.745000000	-9.053723E+001	6.745000000	-6.942108E+000
385	6.760000000	-3.770951E+000	6.760000000	-1.077301E+002	6.760000000	-9.008857E+001	6.760000000	-6.478111E+000
386	6.775000000	-3.752040E+000	6.775000000	-1.165349E+002	6.775000000	-8.942605E+001	6.775000000	-6.025603E+000
387	6.790000000	-3.830403E+000	6.790000000	-1.001907E+002	6.790000000	-8.819922E+001	6.790000000	-5.612617E+000
388	6.805000000	-3.946383E+000	6.805000000	-9.496275E+001	6.805000000	-8.636339E+001	6.805000000	-5.258900E+000
389	6.820000000	-4.031498E+000	6.820000000	-9.366929E+001	6.820000000	-8.628312E+001	6.820000000	-4.991438E+000
390	6.835000000	-4.009027E+000	6.835000000	-9.459130E+001	6.835000000	-8.685152E+001	6.835000000	-4.836402E+000
391	6.850000000	-3.881475E+000	6.850000000	-9.458587E+001	6.850000000	-8.570898E+001	6.850000000	-4.804386E+000
392	6.865000000	-3.630426E+000	6.865000000	-8.986884E+001	6.865000000	-8.389198E+001	6.865000000	-4.897990E+000
393	6.880000000	-3.292724E+000	6.880000000	-9.122392E+001	6.880000000	-8.477963E+001	6.880000000	-5.131731E+000
394	6.895000000	-3.041125E+000	6.895000000	-8.920605E+001	6.895000000	-8.979361E+001	6.895000000	-5.496854E+000
395	6.910000000	-2.824775E+000	6.910000000	-9.237877E+001	6.910000000	-9.209050E+001	6.910000000	-5.977935E+000
396	6.925000000	-2.759498E+000	6.925000000	-9.243298E+001	6.925000000	-9.212402E+001	6.925000000	-6.552372E+000
397	6.940000000	-2.759264E+000	6.940000000	-8.956611E+001	6.940000000	-9.424355E+001	6.940000000	-7.186428E+000
398	6.955000000	-2.933266E+000	6.955000000	-9.036037E+001	6.955000000	-9.193826E+001	6.955000000	-7.856809E+000
399	6.970000000	-3.122776E+000	6.970000000	-9.255273E+001	6.970000000	-9.158257E+001	6.970000000	-8.545519E+000
400	6.985000000	-3.241988E+000	6.985000000	-9.898305E+001	6.985000000	-9.500191E+001	6.985000000	-9.224651E+000
401	7.000000000	-3.276937E+000	7.000000000	-9.318298E+001	7.000000000	-9.525916E+001	7.000000000	-9.854867E+000
